entity,label,source_url
and the females at different stages,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Some of these females,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
spawn in autumn,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
others might leave the coastal waters over the winter season and spawn in early spring,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
joining the animals of the first group,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
While males mature during the summer,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
females are likely to depart to deeper waters and return to coastal areas in spring for spawning,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Doubtless,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Generally,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Octopus vulgaris is normally solitary,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
This individualistic behavior is only interrupted during mating and spawning,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
When not traveling in- or offshore,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
O. vulgaris seems to be a truly sedentary species,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Underwater,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
they leave them at dusk for hunting trips and return at dawn,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Excursions during the day in search of food are of,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Some octopuses may occupy the same home for,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
not only in its normal habits but also in the laboratory,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Small hatchlings typically,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Economic Importance for Humans: Positive In 1975,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Conservation Status There is the potential for the overfishing of these animals,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
However,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Additional Links,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
University of Michigan-,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Ann Arbor,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close the area in which the animal is naturally found,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Atlantic Ocean Close the body of water between Africa,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Europe,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
the southern ocean,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
It is the second largest ocean in the world after the Pacific Ocean,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Pacific Ocean Close body of water between the southern ocean,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Australia,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Asia,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
This is the world's largest ocean,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close that region of the Earth between 23.5,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
North and 60 degrees,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
North,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
South and 60 degrees South,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close the region of the earth that surrounds the equator,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
north to 23.5 degrees south,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
benthic Close Referring,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Also an,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
see also oceanic vent,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
reef Close,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Class Anthozoa,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Coral reefs are found in warm,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
They form the basis for rich communities of other invertebrates,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Because they depend,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
photosynthetic algae,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
zooxanthellae,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
coastal Close the nearshore aquatic habitats near a coast,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
polygynandrous Close the kind of polygamy in which a female pairs with several males,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
each of which also pairs with several different females,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close offspring are all produced in,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
litter,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Semelparous organisms often only live through,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
may live for many seasons,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
In both cases,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
chance for investment in reproduction,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
seasonal breeding Close breeding is confined to,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close reproduction that,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close reproduction in which eggs are released by the female,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
the mother's body,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
ectothermic Close,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
heat acquired from the environment and behavioral adaptations to regulate body temperature bilateral,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Close having body symmetry such that the animal can be divided in one plane into two mirror,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
as well as anterior and posterior ends,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Synapomorphy of the Bilateria,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Abbot,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
R. T. 1954,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
American Seashells,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
D. Van Nostrand Co,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Inc,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Altman,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
J.S.,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
The behaviour of Octopus vulgaris Lam,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Rep,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Hatanaka,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Studies on the fisheries biology of,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Northwest coast of Africa,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Bull,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Far Seas Fish,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Res,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Lab,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Kayes,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
"J.R.,(1974",LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Mar,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Behav,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Boyle,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
P.R.,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Cephalopod life cycles,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Volume 1,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Species Accounts,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
New York City,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
mer Mer Catalane,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
K. & Boletzky,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
S.v,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
New,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Biol,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Messenger J.B.,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Peflecting,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
J.Zool,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Lond,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Packard,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
A. & Hochberg,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Skin patterning in Octopus and other,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Soc,LOC,https://animaldiversity.org/accounts/Octopus_vulgaris/
London and New York,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
Academic Press,ORG,https://animaldiversity.org/accounts/Octopus_vulgaris/
A. & Sanders,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
G.D.,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
What the octopus shows to the world,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Endeavour 28,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
G. C.,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
monograph of the,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Octopidinae,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Wells,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Diurnal activity and metabolic rate in,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
To,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Case,PER,https://animaldiversity.org/accounts/Octopus_vulgaris/
Accessed,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Y} at https://animaldiversity.org/accounts/Octopus_vulgaris/ Last updated: 1999-00-07 / Generated,MISC,https://animaldiversity.org/accounts/Octopus_vulgaris/
Mama Quiz Animal,MISC,https://www.britannica.com/animal/octopus-mollusk
CITE verified,MISC,https://www.britannica.com/animal/octopus-mollusk
Please refer to the appropriate style,MISC,https://www.britannica.com/animal/octopus-mollusk
Chicago Manual of Style Copy,ORG,https://www.britannica.com/animal/octopus-mollusk
Share Share Share to social media,MISC,https://www.britannica.com/animal/octopus-mollusk
Feedback,MISC,https://www.britannica.com/animal/octopus-mollusk
External Websites,MISC,https://www.britannica.com/animal/octopus-mollusk
World Animal,MISC,https://www.britannica.com/animal/octopus-mollusk
History Museum,LOC,https://www.britannica.com/animal/octopus-mollusk
National Center for Biotechnology Information,ORG,https://www.britannica.com/animal/octopus-mollusk
life of the octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
Ages 8-11,MISC,https://www.britannica.com/animal/octopus-mollusk
Ages 11 and up,MISC,https://www.britannica.com/animal/octopus-mollusk
Octopus species,ORG,https://www.britannica.com/animal/octopus-mollusk
Ask Anything Homework Help Also known as,MISC,https://www.britannica.com/animal/octopus-mollusk
octopi,LOC,https://www.britannica.com/animal/octopus-mollusk
Written and fact,MISC,https://www.britannica.com/animal/octopus-mollusk
whether from years of experience gained,MISC,https://www.britannica.com/animal/octopus-mollusk
study for an advanced degree....,MISC,https://www.britannica.com/animal/octopus-mollusk
History Britannica,ORG,https://www.britannica.com/animal/octopus-mollusk
Bynet,MISC,https://www.britannica.com/animal/octopus-mollusk
Mar,MISC,https://www.britannica.com/animal/octopus-mollusk
Jerusalem Post,ORG,https://www.britannica.com/animal/octopus-mollusk
Show less,MISC,https://www.britannica.com/animal/octopus-mollusk
Top Questions What is an octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
Which group of animals does the octopus belong to?,MISC,https://www.britannica.com/animal/octopus-mollusk
What are mollusks,MISC,https://www.britannica.com/animal/octopus-mollusk
and how is the octopus related to them?,MISC,https://www.britannica.com/animal/octopus-mollusk
What is the scientific,MISC,https://www.britannica.com/animal/octopus-mollusk
What physical features,MISC,https://www.britannica.com/animal/octopus-mollusk
How do octopuses differ from other mollusks like snails or clams,MISC,https://www.britannica.com/animal/octopus-mollusk
Show more Show less octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
any eight-armed cephalopod,MISC,https://www.britannica.com/animal/octopus-mollusk
See cephalopod,MISC,https://www.britannica.com/animal/octopus-mollusk
Day octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
Description 1 of 2 blue-ringed octopus Blue-ringed octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
Blue-ringed octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
Octopuses vary greatly in size: the smallest,MISC,https://www.britannica.com/animal/octopus-mollusk
pink,MISC,https://www.britannica.com/animal/octopus-mollusk
Pacific octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
may grow to 5.4 metres,MISC,https://www.britannica.com/animal/octopus-mollusk
eyes and eight contractile arms,MISC,https://www.britannica.com/animal/octopus-mollusk
Each arm bears two rows of fleshy suckers that are capable of great holding power,MISC,https://www.britannica.com/animal/octopus-mollusk
The arms are joined at their bases by a web of tissue known as the skirt,MISC,https://www.britannica.com/animal/octopus-mollusk
at the centre of which lies the mouth,LOC,https://www.britannica.com/animal/octopus-mollusk
The latter organ has,MISC,https://www.britannica.com/animal/octopus-mollusk
the radula,ORG,https://www.britannica.com/animal/octopus-mollusk
for drilling shells and rasping away flesh,MISC,https://www.britannica.com/animal/octopus-mollusk
Swimming with,MISC,https://www.britannica.com/animal/octopus-mollusk
Pacific octopus Join researchers looking for the,MISC,https://www.britannica.com/animal/octopus-mollusk
See all videos for this article 2 of 2 octopus Octopus,MISC,https://www.britannica.com/animal/octopus-mollusk
Most octopuses move by crawling along the bottom with their arms and suckers,MISC,https://www.britannica.com/animal/octopus-mollusk
When endangered,PER,https://www.britannica.com/animal/octopus-mollusk
they eject an inky,MISC,https://www.britannica.com/animal/octopus-mollusk
funnel gland)—through,PER,https://www.britannica.com/animal/octopus-mollusk
duct near the anus,MISC,https://www.britannica.com/animal/octopus-mollusk
The ink is used as a screen that helps to cover the octopus’,MISC,https://www.britannica.com/animal/octopus-mollusk
Quiz Match the Baby Animal,MISC,https://www.britannica.com/animal/octopus-mollusk
Mama Quiz Examples of species and behaviours 1 of 2,PER,https://www.britannica.com/animal/octopus-mollusk
At,MISC,https://www.britannica.com/animal/octopus-mollusk
(more) 2 of 2,LOC,https://www.britannica.com/animal/octopus-mollusk
O. vulgaris,MISC,https://www.britannica.com/animal/octopus-mollusk
It lives in holes or,MISC,https://www.britannica.com/animal/octopus-mollusk
It feeds mainly on crabs and other crustaceans,MISC,https://www.britannica.com/animal/octopus-mollusk
astonishing degree with great rapidity,PER,https://www.britannica.com/animal/octopus-mollusk
Pacific octopus can reportedly,MISC,https://www.britannica.com/animal/octopus-mollusk
quickly blending in with rocky and coral surroundings,MISC,https://www.britannica.com/animal/octopus-mollusk
Veronika the Cow Demonstrates Tool,PER,https://www.britannica.com/animal/octopus-mollusk
Veronika,MISC,https://www.britannica.com/animal/octopus-mollusk
like crows and chimps,MISC,https://www.britannica.com/animal/octopus-mollusk
have the ability to use multipurpose tools,MISC,https://www.britannica.com/animal/octopus-mollusk
See all videos for this article,MISC,https://www.britannica.com/animal/octopus-mollusk
The veined,MISC,https://www.britannica.com/animal/octopus-mollusk
reported having observed the animals excavating,PER,https://www.britannica.com/animal/octopus-mollusk
half shells from the ocean floor and carrying them for use as portable shelters,MISC,https://www.britannica.com/animal/octopus-mollusk
Such behaviour is regarded by biologists as the first documented,MISC,https://www.britannica.com/animal/octopus-mollusk
Several,ORG,https://www.britannica.com/animal/octopus-mollusk
They reported that while each octopus they observed could raise,MISC,https://www.britannica.com/animal/octopus-mollusk
such as moving and grasping objects,MISC,https://www.britannica.com/animal/octopus-mollusk
searching the substrate,MISC,https://www.britannica.com/animal/octopus-mollusk
walking along the bottom,MISC,https://www.britannica.com/animal/octopus-mollusk
and attacking prey,LOC,https://www.britannica.com/animal/octopus-mollusk
Why some animals eat their mates Love can be,MISC,https://www.britannica.com/animal/octopus-mollusk
and the male has a specially modified,MISC,https://www.britannica.com/animal/octopus-mollusk
arm,MISC,https://www.britannica.com/animal/octopus-mollusk
called,MISC,https://www.britannica.com/animal/octopus-mollusk
by means of which it inserts,MISC,https://www.britannica.com/animal/octopus-mollusk
and the eggs,MISC,https://www.britannica.com/animal/octopus-mollusk
are laid under rocks or in holes,MISC,https://www.britannica.com/animal/octopus-mollusk
"the total number of eggs amounting to more than 100,000",MISC,https://www.britannica.com/animal/octopus-mollusk
During the four to eight weeks required for the larvae to hatch,MISC,https://www.britannica.com/animal/octopus-mollusk
the female guards,MISC,https://www.britannica.com/animal/octopus-mollusk
cleaning them with her suckers and agitating them with water,MISC,https://www.britannica.com/animal/octopus-mollusk
Upon hatching,MISC,https://www.britannica.com/animal/octopus-mollusk
the tiny octopods,MISC,https://www.britannica.com/animal/octopus-mollusk
Britannica Premium!,MISC,https://www.britannica.com/animal/octopus-mollusk
Smart,MISC,https://www.britannica.com/animal/octopus-mollusk
A Dumbo,MISC,https://www.britannica.com/animal/octopus-mollusk
Grimpoteuthis species,MISC,https://www.britannica.com/animal/octopus-mollusk
Diet and predators Octopuses,MISC,https://www.britannica.com/animal/octopus-mollusk
upon crabs and lobsters,MISC,https://www.britannica.com/animal/octopus-mollusk
although some are plankton,PER,https://www.britannica.com/animal/octopus-mollusk
Show more) Related Topics:,MISC,https://www.britannica.com/animal/octopus-mollusk
Do Octopuses Have Ink,PER,https://www.britannica.com/animal/octopus-mollusk
How Many Hearts Does an Octopus Have,MISC,https://www.britannica.com/animal/octopus-mollusk
Cirrata,MISC,https://www.britannica.com/animal/octopus-mollusk
Show more),MISC,https://www.britannica.com/animal/octopus-mollusk
Octopuses are,MISC,https://www.britannica.com/animal/octopus-mollusk
The Editors of Encyclopaedia Britannica This article was most recently revised and updated by Meg Matthias,MISC,https://www.britannica.com/animal/octopus-mollusk
Common Name : Common Octopus Scientific Name,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Weight,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Size relative to a 6-ft man,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
IUCN Red List Status,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Not evaluated LC NT VU EN,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Trend :,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
would be unique for its appearance alone,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
with its massive bulbous head,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
large eyes,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
and eight,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
But by far the most striking characteristic of the octopus is the wide array of techniques,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
line of defense is its ability to hide in plain sight,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Using a network of pigment cells and specialized muscles in its skin,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
this invertebrate can almost instantaneously match,PER,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
and even textures of its surroundings,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Predators such as sharks,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
eels,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Ink When discovered,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
will release,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
giving it time to swim away,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Behavior Fast swimmers,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
The octopus can also squeeze through any hole that's not smaller than its beak,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
the only hard part of its body,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
can lose an arm to escape,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
They also have beaklike jaws that can deliver a nasty bite,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
and venomous saliva,ORG,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
used mainly for subduing prey,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Range,LOC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Size,LOC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
and Diet Considered the most intelligent of all invertebrates,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
the,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
waters of the world’,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
They can grow to about 4.3 feet in length and weigh,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
although averages are much smaller,PER,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
They prey,PER,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
crayfish,LOC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
and mollusks,LOC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
and will sometimes use their ink to disorient their victims before attacking,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
our photo community on Instagram,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Follow us on Instagram at @natgeoyourshot or,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
us at natgeo.com/yourshot for the latest submissions and news about the community,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Photograph by David Carbó Fusté,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
National,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Your Shot Share Tweet Email,MISC,https://www.nationalgeographic.com/animals/invertebrates/facts/octopus
Cephalopoda,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Rank Class Parent,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Display Ordering Alphabetically,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Subclass Coleoidea,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
brackish,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
fresh,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
terrestrial Fossil range,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Original,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Second Mémoire,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Histoire Naturelle de Paris,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
May 1795]. Magazin Encyclopédique,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Journal des Sciences,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Lettres et des Arts,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
"French vernacular name ""les",MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Cephalopoda was first,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Gastéropodes,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Acéphales,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Serge 2009-03-17,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Serge 2021-02-26,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Vinarski,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Maxim Licensing The,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Taxonomy taxonomy,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Vecchione M. & Mangold K.M.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
squids,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Version 10 November 2012,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Hoffmann,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Howarth,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
M. K.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Fuchs,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
D.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Klug,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
The higher taxonomic nomenclature of Devonian to Cretaceous ammonoids and Jurassic to Cretaceous ammonites including their authorship and,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Neues Jahrbuch für Geologie,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Present Inaccurate Introduced,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
locality From editor or global,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Collapse all Expand all Definitions,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Loading...,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Language Name Dutch koppotigen,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
English,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
German Kopffüßer Cephalopoden,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Japanese,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Russian,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Swedish bläckfiskar,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
http://tolweb.org/Cephalopoda To Biological Information System for Marine Life,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
To Genbank To ITIS,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
What is WoRMS What is LifeWatch,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11707
Verticordia,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Bivalvia,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Autobranchia,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Heteroconchia,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Infraclass,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Euheterodonta,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Subterclass,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Verticordioidea,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Verticordiidae,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Genus,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Accepted name Haliris aequacostata,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
A. D. Howard,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Rank Species Parent Verticordia,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Original name Verticordia,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
F. R. Bernard,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Original description BERNARD,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Preliminary,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
Eastern Pacific,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405243
