subject,subject_label,relation,object,object_label,sentence,source_url
céphalopode,SPECIES,complexifier,leur comportement en fonction des événements de leur environnement,NOUN,L'intelligence des céphalopodes est la capacité de ces derniers à s'adapter et à complexifier leur comportement en fonction des événements de leur environnement.,https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
poulpe,SPECIES,guetter,le moment où il est ouvert,NOUN,"En conséquence, les poulpes guettent le moment où il est ouvert, et mettent un petit caillou entre les valves, mais en dehors du corps même de l'animal, de peur qu'il ne chasse le caillou par ses cont",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
poulpe,SPECIES,mettre,un petit caillou,NOUN,"En conséquence, les poulpes guettent le moment où il est ouvert, et mettent un petit caillou entre les valves, mais en dehors du corps même de l'animal, de peur qu'il ne chasse le caillou par ses cont",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
poulpe,SPECIES,chasser,le caillou par ses contractions,NOUN,"En conséquence, les poulpes guettent le moment où il est ouvert, et mettent un petit caillou entre les valves, mais en dehors du corps même de l'animal, de peur qu'il ne chasse le caillou par ses cont",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
poulpe,SPECIES,attaquer,leur proie avec sécurité,NOUN,"En conséquence, les poulpes guettent le moment où il est ouvert, et mettent un petit caillou entre les valves, mais en dehors du corps même de l'animal, de peur qu'il ne chasse le caillou par ses cont",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
poulpe,SPECIES,extraire,les chairs,NOUN,"En conséquence, les poulpes guettent le moment où il est ouvert, et mettent un petit caillou entre les valves, mais en dehors du corps même de l'animal, de peur qu'il ne chasse le caillou par ses cont",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
pieuvre,SPECIES,démontrer,sa capacité,NOUN,"=== À ce jour, la pieuvre est le seul invertébré à  avoir démontré sa capacité à faire usage d'outils.",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
pieuvre,SPECIES,faire,usage d' outils,NOUN,"=== À ce jour, la pieuvre est le seul invertébré à  avoir démontré sa capacité à faire usage d'outils.",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
pieuvre,SPECIES,faire,des coquilles ou un camouflage,NOUN,"Beaucoup d'autres invertébrés usent de divers objets pour s'en faire des coquilles ou un camouflage, mais ces comportements sont loin d'égaler celui de la pieuvre en complexité.",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
pieuvre,SPECIES,égaler,celui de la pieuvre en complexité,PRON,"Beaucoup d'autres invertébrés usent de divers objets pour s'en faire des coquilles ou un camouflage, mais ces comportements sont loin d'égaler celui de la pieuvre en complexité.",https://fr.wikipedia.org/wiki/Intelligence%20des%20c%C3%A9phalopodes
céphalopode,SPECIES,consommer,"ont souvent des becs dans l' estomac , où ils se digèrent mal",NOUN,"Les cétacés qui consomment des céphalopodes ont souvent des becs dans l'estomac, où ils se digèrent mal.",https://fr.wikipedia.org/wiki/Bec%20des%20c%C3%A9phalopodes
céphalopode,SPECIES,dénombrer,"plus de 10 000 formes de fossiles céphalopodes , dont vraisemblablement un bon nombre de calmars",NOUN,"On dénombre plus de 10 000 formes de fossiles céphalopodes, dont vraisemblablement un bon nombre de calmars.",https://fr.wikipedia.org/wiki/Bec%20des%20c%C3%A9phalopodes
céphalopode,SPECIES,comprendre,certains coléoïdes,VERB,"Les céphalopodes utilisés en cuisine comprennent certains coléoïdes, c'est-à-dire quelques poulpes, seiches et calmars couramment consommés.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
céphalopode,SPECIES,dire,"quelques poulpes , seiches et calmars couramment consommés",NOUN,"Les céphalopodes utilisés en cuisine comprennent certains coléoïdes, c'est-à-dire quelques poulpes, seiches et calmars couramment consommés.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,désigner,les calmars,NOUN,"En gastronomie, le terme d'encornet désigne les calmars et, par abus de langage, les seiches, voire parfois les poulpes.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,manger,des calmars ou des poulpes encore vivants,NOUN,"Au Japon, l'odorigui (踊り食い) est une façon de manger des calmars ou des poulpes encore vivants.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
octopode,SPECIES,regrouper,certaines espèces d' octopodes,NOUN,Le terme « poulpe » regroupe seulement certaines espèces d'octopodes.,https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,exister,différentes appellations locales pour désigner le poulpe : poufre à Sète,NOUN,Il existe différentes appellations locales pour désigner le poulpe : poufre à Sète ;,https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,désigner,le poulpe,NOUN,Il existe différentes appellations locales pour désigner le poulpe : poufre à Sète ;,https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,préparer,le poulpe,NOUN,"Pour préparer le poulpe, il faut tout d'abord en attendrir la chair.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,attendrir,la chair,NOUN,"Pour préparer le poulpe, il faut tout d'abord en attendrir la chair.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,faire,le poulpe,NOUN,"Des précautions doivent être prises pour faire correctement bouillir le poulpe, il faut préalablement le débarrasser de la boue, de l'odeur et des résidus d'encre.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,capturer,le poulpe,NOUN,"Sur l'île tunisienne de Djerba, les populations locales capturent le poulpe en profitant de leur habitude à se cacher dans des endroits abrités pendant la nuit.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,soulever,ces derniers,ADJ,"Le matin du jour suivant, ils n'ont plus qu'à soulever ces derniers pour capturer les poulpes qui s'y abritent.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,capturer,les poulpes qui s' y abritent,NOUN,"Le matin du jour suivant, ils n'ont plus qu'à soulever ces derniers pour capturer les poulpes qui s'y abritent.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,attendrir,la chair des poulpes,NOUN,"Une fois à terre, le pêcheur attendrit la chair des poulpes en pilonnant la carcasse contre une surface en pierre.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,pilonner,la carcasse contre une surface en pierre,NOUN,"Une fois à terre, le pêcheur attendrit la chair des poulpes en pilonnant la carcasse contre une surface en pierre.",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,contenir,environ 139 calories,NOUN,"Selon l'USDA Nutrient Database (2007), le poulpe contient environ 139 calories par portion de trois onces (164 calories/100 g)",https://fr.wikipedia.org/wiki/C%C3%A9phalopodes%20utilis%C3%A9s%20en%20cuisine
poulpe,SPECIES,posséder,deux rangées par tentacule,NOUN,"Les poulpes du genre Eledone, aussi appelés poulpes blancs, ont une seule rangée de ventouses par tentacule, alors que les poulpes du genre Octopus en possèdent deux rangées par tentacule.",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,faire,l’ objet,NOUN,Les différentes espèces de poulpe font l’objet d’une exploitation intensive à travers le monde.,https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,atteindre,384 814 tonnes,NOUN,"Les débarquements de poulpe (toutes espèces confondues) ont atteint 384 814 tonnes en 2022, issus principalement de l’océan Pacifi que.",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,représenter,environ 40 % du total des captures démersales de cette zone,NOUN,-Est est la première source d’approvisionnement du marché européen en poulpe et représente environ 40 % du total des captures démersales de cette zone.,https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,négocier,des accords de pêche,NOUN,"Aujourd’hui, l es armements industriels de la Mauritanie et du Maroc sont des acteurs majeurs de l’exploitation du poulpe de l’Atlantique Centre-Est et les États riverains négocient des accords de pêc",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,autoriser,l’ accès et la pêche dans leurs eaux,NOUN,"Aujourd’hui, l es armements industriels de la Mauritanie et du Maroc sont des acteurs majeurs de l’exploitation du poulpe de l’Atlantique Centre-Est et les États riverains négocient des accords de pêc",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,pêcher,le poulpe principalement,NOUN,"La France pêchait le poulpe principalement en Méditerranée (2 002 sur 6 165 tonnes en 2022), mais en 2021 et 2022 les débarquements dans le golfe de Gascogne et à l'entrée de la Manche ont dépassé les",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,dépasser,les 3 000 t ( 3 447 tonnes en 2022,NOUN,"La France pêchait le poulpe principalement en Méditerranée (2 002 sur 6 165 tonnes en 2022), mais en 2021 et 2022 les débarquements dans le golfe de Gascogne et à l'entrée de la Manche ont dépassé les",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,dépasser,soit 56 % du volume de poulpe,NOUN,"La France pêchait le poulpe principalement en Méditerranée (2 002 sur 6 165 tonnes en 2022), mais en 2021 et 2022 les débarquements dans le golfe de Gascogne et à l'entrée de la Manche ont dépassé les",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,débarquer,192 tonnes de poulpe,NOUN,La Belgique a débarqué 192 tonnes de poulpe en 2022.,https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,gérer,la pêcherie de poulpe,NOUN,Gambie : plan mis en place en 2016 pour gérer la pêcherie de poulpe dans les eaux du Sénégal.,https://www.guidedesespeces.org/fr/poulpe
céphalopode,SPECIES,inclure,un maillage minimal de 70 mm pour les chalutiers céphalopodiers,NOUN,"Les mesures techniques existantes incluent un maillage minimal de 70 mm pour les chalutiers céphalopodiers, l’interdiction de la pêche dans certaines zones, la déclaration des captures ainsi que la dé",https://www.guidedesespeces.org/fr/poulpe
céphalopode,SPECIES,inclure,"l’ interdiction de la pêche dans certaines zones , la déclaration des captures ainsi que la définiti",NOUN,"Les mesures techniques existantes incluent un maillage minimal de 70 mm pour les chalutiers céphalopodiers, l’interdiction de la pêche dans certaines zones, la déclaration des captures ainsi que la dé",https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,inclure,une limitation du nombre d’ engins de pêche ciblant le poulpe,NOUN,Ces mesures incluent notamment une limitation du nombre d’engins de pêche ciblant le poulpe.,https://www.guidedesespeces.org/fr/poulpe
poulpe,SPECIES,cibler,le poulpe,NOUN,Ces mesures incluent notamment une limitation du nombre d’engins de pêche ciblant le poulpe.,https://www.guidedesespeces.org/fr/poulpe
poulpe commun,SPECIES,inclure,la Méditerranée et les autres zones de l’ Atlantique Nord-Est,PROPN,L’état des stocks du poulpe commun dans les autres parties du monde (incluant la Méditerranée et les autres zones de l’Atlantique Nord-Est) est inconnu.,https://www.guidedesespeces.org/fr/poulpe
enteroctopus dofleini,SPECIES,almost,9 metres,NOUN,"long, while the largest species , the reddish pink giant Pacific octopus ( Enteroctopus dofleini ), may grow to 5.4 metres (18 feet) in length and have an arm span of almost 9 metres (30 feet).",https://www.britannica.com/animal/octopus-mollusk
octopus vulgaris,SPECIES,créer,un compte Poulpe commun Octopus vulgaris | Cuvier,NOUN,"bservations pour la R econnaissance et l' I dentification de la faune et la flore S ubaquatiques Se connecter Créer un compte Poulpe commun Octopus vulgaris | Cuvier, 1797 N° 847 Mer du Nord, Manche, ",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,contacter,le responsable de la fiche,NOUN,N'hésitez pas à contacter le responsable de la fiche si vous observez ou mieux photographiez le poulpe commun plus à l'est que les côtes bretonnes du nord.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,observer,le poulpe commun plus à l' est,NOUN,N'hésitez pas à contacter le responsable de la fiche si vous observez ou mieux photographiez le poulpe commun plus à l'est que les côtes bretonnes du nord.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,observer,que les côtes bretonnes du nord,NOUN,N'hésitez pas à contacter le responsable de la fiche si vous observez ou mieux photographiez le poulpe commun plus à l'est que les côtes bretonnes du nord.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,mettre,l' action des bras et des ventouses pour la capture des proies et le transport jusqu' au gîte,NOUN,"Pour s'alimenter, le poulpe met en œuvre successivement : l'action des bras et des ventouses pour la capture des proies et le transport jusqu'au gîte.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,masquer,l' entrée,NOUN,Le gîte du poulpe est bien souvent marqué par une agglomération de déchets pour en masquer l'entrée.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,proposer,les gargoulettes ( amphores et poteries encordées ),NOUN,"Ce comportement a été mis à profit par les pêcheurs, qui depuis l'antiquité ont proposé au poulpe des gîtes individuels, les gargoulettes (amphores et poteries encordées) pour le pêcher.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,posséder,"des capacités de camouflage très développées , qui combinent posture , structure cutanée et couleurs",NOUN,"Le poulpe possède des capacités de camouflage très développées, qui combinent posture, structure cutanée et couleurs.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,combiner,"posture , structure cutanée et couleurs",NOUN,"Le poulpe possède des capacités de camouflage très développées, qui combinent posture, structure cutanée et couleurs.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
chromatophore,SPECIES,permettre,l' ensemble des dessins cutanés utilisés par le poulpe pour son camouflage,NOUN,"Associés à d'autres cellules de taille fixe, les iridophores (réfraction élevée) et les leucophores (dispersion de la lumière), et superposés en 4 ou 5 couches, les chromatophores permettent l'ensembl",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,posséder,un atout qui lui permet de dissimuler sa fuite et tromper le prédateur,NOUN,"En cas de danger, le poulpe possède un atout qui lui permet de dissimuler sa fuite et tromper le prédateur.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,dissimuler,sa fuite,NOUN,"En cas de danger, le poulpe possède un atout qui lui permet de dissimuler sa fuite et tromper le prédateur.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,tromper,le prédateur,NOUN,"En cas de danger, le poulpe possède un atout qui lui permet de dissimuler sa fuite et tromper le prédateur.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,dessiner,la forme du poulpe,NOUN,Ce leurre sombre qui semble dessiner la forme du poulpe peut persister une dizaine de minutes.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,persister,une dizaine de minutes,NOUN,Ce leurre sombre qui semble dessiner la forme du poulpe peut persister une dizaine de minutes.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,intimider,les intrus et également pour parader,NOUN,Le poulpe se sert de ces ventouses pour intimider les intrus et également pour parader à l'époque du frai.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,subir,"de fréquentes amputations totales ou partielles sur les bras de la part de ses prédateurs , congres ",NOUN,"Le poulpe subit de fréquentes amputations totales ou partielles sur les bras de la part de ses prédateurs, congres, murènes, crustacés.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,remplacer,l' hémoglobine,NOUN,Le sang du poulpe contient de l'hémocyanine qui remplace l'hémoglobine.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,arpenter,le fond marin,NOUN,"Maître de son territoire, le poulpe s'y déplace, y chasse, en arpentant le fond marin.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,nécessiter,une telle dépense d' énergie que le poulpe ne l' utiliserait que très rarement,NOUN,Mais il nécessiterait une telle dépense d'énergie que le poulpe ne l'utiliserait que très rarement.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,expliquer,la découverte tardive de ce nouvel étrange atout du poulpe,NOUN,Ce qui expliquerait la découverte tardive de ce nouvel étrange atout du poulpe.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,frappe,le poulpe mâle,NOUN,"La seconde cause est mieux connue, il s'agit d'un effet de la sénescence qui frappe le poulpe mâle après sa maturité sexuelle et sa période d'activité reproductrice.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,affecter,les bras,NOUN,"Cette perte affecte notamment les bras, qui partent en tous sens en se gênant mutuellement, et peut mener à l'autophagie, le poulpe consommant ses bras.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,consommer,ses bras,NOUN,"Cette perte affecte notamment les bras, qui partent en tous sens en se gênant mutuellement, et peut mener à l'autophagie, le poulpe consommant ses bras.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,reprendre,sa parade,NOUN,"Reprise de l'observation du premier poulpe, il a repris sa parade.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,traumatiser,les poulpes,NOUN,Beaucoup de plongeurs « traumatisent » les poulpes en « jouant » avec eux jusqu'à ce qu'ils projettent leur encre.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,projeter,leur encre,NOUN,Beaucoup de plongeurs « traumatisent » les poulpes en « jouant » avec eux jusqu'à ce qu'ils projettent leur encre.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,laisser,l' initiative,NOUN,Le poulpe est joueur mais laissez-lui l'initiative.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,pêcher,le poulpe commun,NOUN,"Statuts de conservation et réglementations diverses En Méditerranée, il est interdit de pêcher le poulpe commun dans le Parc National des Calanques (13) entre le 1 er juin et le 30 septembre pour le p",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,dresser,une vigie immobile,NOUN,"La posture de ce poulpe, dressé telle une vigie immobile, nous montre les marbrures typiques de la livrée de son manteau.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,montre,les marbrures typiques de la livrée de son manteau,NOUN,"La posture de ce poulpe, dressé telle une vigie immobile, nous montre les marbrures typiques de la livrée de son manteau.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,agrandir,l' image Poulpe commun,NOUN,"Agrandir l'image Poulpe commun La posture de ce poulpe, dressé telle une vigie immobile, nous montre les marbrures typiques de la livrée de son manteau.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,agrandir,La posture de ce poulpe,NOUN,"Agrandir l'image Poulpe commun La posture de ce poulpe, dressé telle une vigie immobile, nous montre les marbrures typiques de la livrée de son manteau.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,dresser,une vigie immobile,NOUN,"Agrandir l'image Poulpe commun La posture de ce poulpe, dressé telle une vigie immobile, nous montre les marbrures typiques de la livrée de son manteau.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe commun,SPECIES,montre,les marbrures typiques de la livrée de son manteau,NOUN,"Agrandir l'image Poulpe commun La posture de ce poulpe, dressé telle une vigie immobile, nous montre les marbrures typiques de la livrée de son manteau.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
octopus vulgaris,SPECIES,distinguer,la structure en grappe de la ponte d ' Octopus vulgaris,NOUN,Œufs Œufs Cette macrophotographie permet de distinguer la structure en grappe de la ponte d' Octopus vulgaris.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
octopus vulgaris,SPECIES,agrandir,l' image,NOUN,Agrandir l'image Œufs Cette macrophotographie permet de distinguer la structure en grappe de la ponte d' Octopus vulgaris.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,agrandir,l' image Ponte de poulpe,NOUN,Agrandir l'image Ponte de poulpe éclose,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,donne,l' échelle,NOUN,Juvénile 1 Juvénile 1 La main du plongeur donne l'échelle : voici un poulpe probablement pas bien vieux !,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,voici,un poulpe,NOUN,Juvénile 1 Juvénile 1 La main du plongeur donne l'échelle : voici un poulpe probablement pas bien vieux !,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,agrandir,l' image Juvénile,NOUN,", de nuit François WÜRZ 2011 Agrandir l'image Juvénile 1 La main du plongeur donne l'échelle : voici un poulpe probablement pas bien vieux !",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,agrandir,1 La main du plongeur,NOUN,", de nuit François WÜRZ 2011 Agrandir l'image Juvénile 1 La main du plongeur donne l'échelle : voici un poulpe probablement pas bien vieux !",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,remarquer,la technique de capture d' un grand crustacé par le poulpe,NOUN,Cette intéressante prise de vue permet de bien remarquer la technique de capture d'un grand crustacé par le poulpe.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,attaquer,l' abdomen du crustacé,NOUN,"Les pinces sont maintenues écartées pour permettre au bec du poulpe d'attaquer l'abdomen du crustacé, son point faible, en face ventrale.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,attaquer,son point faible,NOUN,"Les pinces sont maintenues écartées pour permettre au bec du poulpe d'attaquer l'abdomen du crustacé, son point faible, en face ventrale.",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,agrandir,l' image,NOUN,Agrandir l'image Dans l'herbier Cette posture est caractéristique du poulpe lors de déplacements rapides.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,régènère,des tentacules à peu près normaux,NOUN,Il faut environ 4 mois (selon la température) pour qu'un poulpe régènère des tentacules à peu près normaux.,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,voir,un poulpe,NOUN,On voit parfois un poulpe se frotter les tentacules entre eux et contre le corps (un peu comme on se frictionne d'une serviette en sortant du bain);,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,frotter,les tentacules,NOUN,On voit parfois un poulpe se frotter les tentacules entre eux et contre le corps (un peu comme on se frictionne d'une serviette en sortant du bain);,https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
poulpe,SPECIES,renouveler,la ventouse garde toujours le maximum d' efficacité ),NOUN,"Un pagure sédentaire ( Calcinus tubularis ) est en train de tirer sur la fine peau qui avait commencé à se détacher de la ventouse du poulpe ( en effet, cette peau se renouvelle régulièrement de maniè",https://doris.ffessm.fr/Especes/Octopus-vulgaris-Poulpe-commun-847
pieuvre,SPECIES,porter,une lourde coquille,NOUN,"Des mollusques primitifs d'il y a 500 millions d'années, qui portaient une lourde coquille, à la pieuvre qui peuple nos mers, l'adaptation de cet animal à son milieu a été prodigieuse.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
octopus vulgaris,SPECIES,signifier,tête et pieds,NOUN,"La pieuvre commune (Octopus vulgaris) appartient à la classe des céphalopodes (un mot qui signifie tête et pieds), ce sont les plus évolués des mollusques.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
octopus vulgaris,SPECIES,évoluer,des mollusques,NOUN,"La pieuvre commune (Octopus vulgaris) appartient à la classe des céphalopodes (un mot qui signifie tête et pieds), ce sont les plus évolués des mollusques.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,savoir,"que tous les céphalopodes ont été , à une époque , en compétition avec des vertébrés , ce qui a infl",NOUN,"On sait seulement que tous les céphalopodes ont été, à une époque, en compétition avec des vertébrés, ce qui a influencé leur évolution.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,influencer,leur évolution,NOUN,"On sait seulement que tous les céphalopodes ont été, à une époque, en compétition avec des vertébrés, ce qui a influencé leur évolution.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,représenter,trois lignées distinctes,NOUN,Les céphalopodes récents les mieux connus représentent trois lignées distinctes.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,évoluer,"la seiche , elle , est un peu au-dessus du fond marin",NOUN,"Le calmar évolue en pleine mer, la seiche, elle, est un peu au-dessus du fond marin, tandis que la pieuvre (ou poulpe) ne le quitte que rarement.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
octopus vulgaris,SPECIES,chasser,les intrus,NOUN,"La vie de la pieuvre Évoluant sans hâte ou fuyant à reculons Poulpe Octopus vulgaris évolue sur le fond de la mer, près des côtes, en solitaire attaché à son territoire, dont il chasse les intrus.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre commune,SPECIES,installer,le plus loin possible des autres animaux,NOUN,"La pieuvre commune s'installe dans un abri individuel, le plus loin possible des autres animaux.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,chercher,leur nourriture,NOUN,"D'ordinaire, les pieuvres ne se déplacent que pour chercher leur nourriture ou, tout au plus, pour changer d'abri.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,jouer,un rôle important,NOUN,"Ce système locomoteur, unique dans le règne animal, a joué un rôle important dans l'évolution des céphalopodes.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,orienter,"l' entonnoir , très mobile",NOUN,"La pieuvre change de direction à son gré en orientant l'entonnoir, très mobile, un peu comme un gouvernail, et il lui suffit d'écarter les bras pour freiner.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
